person,year,location,source_biography_page
Klaus Bachmann,2006,Warsaw,Klaus Bachmann
Aleksandr Puzyrevskii,1845,Warsaw,Aleksandr Puzyrevskii
Aleksandr Puzyrevskii,1890,Warsaw,Aleksandr Puzyrevskii
Marek Jan Chodakiewicz,2003,Warsaw,Marek Jan Chodakiewicz
Marek Jan Chodakiewicz,2019,Warsaw,Marek Jan Chodakiewicz
Ignacy Schiper,1927,Warsaw,Ignacy Schiper
Alina Cała,1953,Warsaw,Alina Cała
Andrzej Friszke,1980,Warsaw,Andrzej Friszke
Andrzej Kunert,1952,Warsaw,Andrzej Kunert
Stefan Kieniewicz,1934,Warsaw,Stefan Kieniewicz
Bogumił Grott,1940,Warsaw,Bogumił Grott
Czesław Madajczyk,1956,Warsaw,Czesław Madajczyk
Jan T. Gross,2001,Warsaw,Jan T. Gross
Andrzej Ajnenkiel,1979,Warsaw,Andrzej Ajnenkiel
Jerzy Eisler,1952,Warsaw,Jerzy Eisler
Jerzy Kłoczowski,1937,Warsaw,Jerzy Kłoczowski
Jerzy Kłoczowski,1977,Warsaw,Jerzy Kłoczowski
Jerzy Turonek,1952,Warsaw,Jerzy Turonek
Józef Turowski,1989,Warsaw,Józef Turowski
Lech Wyszczelski,1973,Warsaw,Lech Wyszczelski
Leszek Moczulski,1930,Warsaw,Leszek Moczulski
Mieczysław Żywczyński,1901,Warsaw,Mieczysław Żywczyński
Emanuel Ringelblum,1927,Warsaw,Emanuel Ringelblum
Paweł Machcewicz,1966,Warsaw,Paweł Machcewicz
Władysław Pobóg-Malinowski,1929,Warsaw,Władysław Pobóg-Malinowski
Joachim Lelewel,1814,Warsaw,Joachim Lelewel
Stanisław Zakrzewski,1873,Warsaw,Stanisław Zakrzewski
Stefania Wolicka,1867,Warsaw,Stefania Wolicka
Marceli Handelsman,1882,Warsaw,Marceli Handelsman
Marceli Handelsman,1915,Warsaw,Marceli Handelsman
Tadeusz Manteuffel,1920,Warsaw,Tadeusz Manteuffel
Janusz K. Zawodny,1944,Warsaw,Janusz K. Zawodny
Wacław Anczyc,1866,Warsaw,Wacław Anczyc
Feliks Tych,1929,Warsaw,Feliks Tych
Stanisław Herbst,1945,Warsaw,Stanisław Herbst
Stanisław Herbst,1946,Warsaw,Stanisław Herbst
Piotr Cywiński,1972,Warsaw,Piotr Cywiński
Bogdan Musiał,1941,Warsaw,Bogdan Musiał
Albert Stankowski,2021,Sztutowo,Albert Stankowski
Zha Jizuo,1644,Shaoxing,Zha Jizuo
Ewald Frie,1962,Nottuln,Ewald Frie
Ewald Frie,2007,University of Trier,Ewald Frie
Peter Schöttler,1950,Iserlohn,Peter Schöttler
Otto Fridolinus Fritzsche,1812,Dobrilugk,Otto Fridolinus Fritzsche
Lê Văn Hưu,1230,Phủ Lý,Lê Văn Hưu
Frieda Gallati,1876,Glarus,Frieda Gallati
Aegidius Tschudi,1505,Glarus,Aegidius Tschudi
Kurd von Schöning,1789,Morrn,Kurd von Schöning
Kurd von Schöning,1795,Gülzow,Kurd von Schöning
William Hung (sinologist),1893,Fuzhou,William Hung (sinologist)
William Hung (sinologist),1901,Fuzhou,William Hung (sinologist)
William Hung (sinologist),1922,Indiana,William Hung (sinologist)
Donald F. Durnbaugh,1927,Indiana,Donald F. Durnbaugh
Cyriac Pullapilly,1932,Indiana,Cyriac Pullapilly
Cyriac Pullapilly,1983,Indiana,Cyriac Pullapilly
Richard J. Jensen,1941,Indiana,Richard J. Jensen
David K. Robinson,1954,Indiana,David K. Robinson
V. Frederick Rickey,1963,Indiana,V. Frederick Rickey
Gayle Thornbrough,1914,Indiana,Gayle Thornbrough
Emma Lou Thornbrough,1946,Indiana,Emma Lou Thornbrough
Eric J. Sharpe,1966,Indiana,Eric J. Sharpe
Francis Jennings,1943,Indiana,Francis Jennings
Hisham Jaber,1976,Indiana,Hisham Jaber
Jacob Piatt Dunn,1902,Indiana,Jacob Piatt Dunn
Jacob Piatt Dunn,1888,Indiana,Jacob Piatt Dunn
Jacob Piatt Dunn,1889,Indiana,Jacob Piatt Dunn
James G. Randall,1903,Indiana,James G. Randall
Jesse Macy,1856,Indiana,Jesse Macy
Patrick J. Hearden,1942,Indiana,Patrick J. Hearden
Robin Winks,1930,Indiana,Robin Winks
Ronald Hamowy,1960,Indiana,Ronald Hamowy
William Hung (sinologist),1922,Yenching,William Hung (sinologist)
William Hung (sinologist),1925,Yenching,William Hung (sinologist)
William Hung (sinologist),1945,Yenching,William Hung (sinologist)
William Hung (sinologist),1941,Yenching University,William Hung (sinologist)
Ch'ien Mu,1930,Yenching University,Ch'ien Mu
Yu Ying-shih,1949,Yenching University,Yu Ying-shih
Hans Diller,1905,Worms,Hans Diller
Hermann Güntert,1886,Worms,Hermann Güntert
Stephan Alexander Würdtwein,1796,Worms,Stephan Alexander Würdtwein
Dieter Langewiesche,1943,Mariazell,Dieter Langewiesche
Mayilai Seeni. Venkatasami,1900,India,Mayilai Seeni. Venkatasami
Diogo do Couto,1559,India,Diogo do Couto
Debiprasad Chattopadhyaya,1977,India,Debiprasad Chattopadhyaya
Debiprasad Chattopadhyaya,1998,India,Debiprasad Chattopadhyaya
James Tod,1799,India,James Tod
James Tod,1823,India,James Tod
Digby Smith,1937,India,Digby Smith
Edward John Thompson,1930,India,Edward John Thompson
Juan Cole,1982,India,Juan Cole
Fernão Lopes de Castanheda,1528,India,Fernão Lopes de Castanheda
Keith Feiling,1916,India,Keith Feiling
Ainslie Embree,2009,India,Ainslie Embree
Ainslie Embree,1969,India,Ainslie Embree
Ainslie Embree,1982,India,Ainslie Embree
Mahmud Tarzi,1919,India,Mahmud Tarzi
John William Kaye,1858,India,John William Kaye
W. H. McLeod,1969,India,W. H. McLeod
Charles Robert Wilson,1900,India,Charles Robert Wilson
Herman Merivale,1859,India,Herman Merivale
Ronald H. Spector,1977,India,Ronald H. Spector
Geoffrey Holmes (historian),1950,India,Geoffrey Holmes (historian)
Burjor Avari,1938,India,Burjor Avari
Mridula Mukherjee,1950,India,Mridula Mukherjee
K. A. Nilakanta Sastri,1957,India,K. A. Nilakanta Sastri
S. M. Ikram,1947,India,S. M. Ikram
Jayanta Kumar Ray,1934,India,Jayanta Kumar Ray
Roshen Dalal,1952,India,Roshen Dalal
Khvandamir,1528,India,Khvandamir
Srinath Raghavan,2015,India,Srinath Raghavan
Hugh Tinker,1954,India,Hugh Tinker
Paul Strathern,1966,India,Paul Strathern
Will Durant,1930,India,Will Durant
Edward Duyker,1981,India,Edward Duyker
Arthur Llewellyn Basham,1950,India,Arthur Llewellyn Basham
Alain Daniélou,1991,India,Alain Daniélou
A. Sreedhara Menon,2009,India,A. Sreedhara Menon
A. Sreedhara Menon,1953,India,A. Sreedhara Menon
Afzal Tahir,1971,India,Afzal Tahir
Amiya Prosad Sen,1952,India,Amiya Prosad Sen
Ranajit Guha,1953,India,Ranajit Guha
Ranajit Guha,1959,India,Ranajit Guha
Anthony Parel,1963,India,Anthony Parel
Dilli Raman Regmi,1943,India,Dilli Raman Regmi
Eric J. Sharpe,1977,India,Eric J. Sharpe
J. F. C. Fuller,1905,India,J. F. C. Fuller
Holden Furber,1962,India,Holden Furber
Howard Spodek,1963,India,Howard Spodek
Robert Orme,1728,India,Robert Orme
Robert Orme,1754,India,Robert Orme
Robert Orme,1758,India,Robert Orme
John G. Reid,2008,India,John G. Reid
John Roberts (historian),1964,India,John Roberts (historian)
Mahmud Husain,1947,India,Mahmud Husain
Margot Lovejoy,1987,India,Margot Lovejoy
Maurice Cowling,1947,India,Maurice Cowling
Nicholas Mansergh,1940,India,Nicholas Mansergh
Ray Huang,1941,India,Ray Huang
Oscar Browning,1902,India,Oscar Browning
Percival Spear,1924,India,Percival Spear
Percival Spear,1943,India,Percival Spear
Percival Spear,1944,India,Percival Spear
Albrecht Weber,1825,India,Albrecht Weber
Ramsay Weston Phipps,1801,India,Ramsay Weston Phipps
Rupert Downes,1939,India,Rupert Downes
Sugata Bose,2014,India,Sugata Bose
Thomas Maurice,1755,India,Thomas Maurice
Walter Biggar Blaikie,1870,India,Walter Biggar Blaikie
James Walker Dawson,1927,India,James Walker Dawson
John Morris (historian),1968,India,John Morris (historian)
Salvatore Boniello,1928,Campania,Salvatore Boniello
Margherita Marchione,1922,Campania,Margherita Marchione
Salvatore Boniello,1969,CCEP,Salvatore Boniello
Salvatore Boniello,2010,Guardia Lombardi,Salvatore Boniello
John of Winterthur,1309,Winterthur,John of Winterthur
Andreas Kappeler,1943,Winterthur,Andreas Kappeler
Alfons Bürge,1947,Winterthur,Alfons Bürge
Helmut Coing,1948,University of Frankfurt am Main,Helmut Coing
Helmut Coing,1972,the British Academy,Helmut Coing
Edwyn Bevan,1942,the British Academy,Edwyn Bevan
Dominic Lieven,1978,the British Academy,Dominic Lieven
Bernard Lewis,1963,the British Academy,Bernard Lewis
Geoffrey Nuttall,1991,the British Academy,Geoffrey Nuttall
I. R. Christie,1977,the British Academy,I. R. Christie
John Norman Davidson Kelly,1951,the British Academy,John Norman Davidson Kelly
Robert S. Wistrich,1982,the British Academy,Robert S. Wistrich
Helmut Coing,1958,Frankfurt am Main,Helmut Coing
Gerrit Walther,1992,Frankfurt am Main,Gerrit Walther
Christian Meier (historian),1963,Frankfurt am Main,Christian Meier (historian)
Rebekka Habermas,1959,Frankfurt am Main,Rebekka Habermas
Gyula Kristó,1939,Orosháza,Gyula Kristó
Heinrich Srbik,1901,Nuremberg,Heinrich Srbik
Friedrich Wilhelm Ghillany,1841,Nuremberg,Friedrich Wilhelm Ghillany
Karl Süssheim,1878,Nuremberg,Karl Süssheim
Christoph Gottlieb von Murr,1733,Nuremberg,Christoph Gottlieb von Murr
Michael J. Neufeld,1984,Nuremberg,Michael J. Neufeld
Robert von Pöhlmann,1852,Nuremberg,Robert von Pöhlmann
Heinrich Srbik,1929,Salzburg,Heinrich Srbik
Taras Borodajkewycz,1945,Salzburg,Taras Borodajkewycz
Gert Kerschbaumer,1960,Salzburg,Gert Kerschbaumer
Max Kaser,1985,Salzburg,Max Kaser
Gerhard Ammerer,1975,Salzburg,Gerhard Ammerer
Oliver Waterman Larkin,1950,Salzburg,Oliver Waterman Larkin
Dexter Perkins,1950,Salzburg,Dexter Perkins
Andreas Maislinger,1955,Salzburg,Andreas Maislinger
Walter Kuhn,1968,Salzburg,Walter Kuhn
Heinrich Srbik,1945,Ehrwald,Heinrich Srbik
Heinrich Srbik,1912,Brixen,Heinrich Srbik
Jakob Philipp Fallmerayer,1801,Brixen,Jakob Philipp Fallmerayer
Johannes Lucius,1640,Trogir,Johannes Lucius
Madison Hemings,1873,Ohio,Madison Hemings
Madison Hemings,1856,Ohio,Madison Hemings
Madison Hemings,1877,Ohio,Madison Hemings
Frank Finkel,1854,Ohio,Frank Finkel
Wayne A. Wiegand,1976,Ohio,Wayne A. Wiegand
W. E. B. Du Bois,1894,Ohio,W. E. B. Du Bois
Irwin Abrams,1947,Ohio,Irwin Abrams
Michael Brooks (historian and journalist),2021,Ohio,Michael Brooks (historian and journalist)
John Shy,1952,Ohio,John Shy
Apollos Okwuchi Nwauwa,2000,Ohio,Apollos Okwuchi Nwauwa
Francis A. Sampson,1842,Ohio,Francis A. Sampson
Elwyn B. Robinson,1905,Ohio,Elwyn B. Robinson
Elwyn B. Robinson,1928,Ohio,Elwyn B. Robinson
Eugene Murdock,1952,Ohio,Eugene Murdock
Brison D. Gooch,1949,Ohio,Brison D. Gooch
C. Martin Wilbur,1931,Ohio,C. Martin Wilbur
Charles O. Paullin,1890,Ohio,Charles O. Paullin
David Henige,1960,Ohio,David Henige
David Rubinstein (social historian),1932,Ohio,David Rubinstein (social historian)
Eston Hemings,1902,Ohio,Eston Hemings
Henry Howe,1846,Ohio,Henry Howe
Henry Howe,1885,Ohio,Henry Howe
James Cockburn (minister),1973,Ohio,James Cockburn (minister)
John Semple Galbraith,1938,Ohio,John Semple Galbraith
Louis Filler,1953,Ohio,Louis Filler
Mark Moyar,1989,Ohio,Mark Moyar
Robin Bush,1620,Ohio,Robin Bush
William W. Orwig,1826,Ohio,William W. Orwig
Anna J. Cooper,1884,Ohio,Anna J. Cooper
Madison Hemings,1835,Charlottesville,Madison Hemings
Madison Hemings,1836,Charlottesville,Madison Hemings
Longin Pastusiak,1959,Charlottesville,Longin Pastusiak
Edward G. Lengel,2016,Charlottesville,Edward G. Lengel
Henry Wiencek,1992,Charlottesville,Henry Wiencek
Dumas Malone,1986,Charlottesville,Dumas Malone
Merrill D. Peterson,2009,Charlottesville,Merrill D. Peterson
Paul A. Lombardo,2002,Charlottesville,Paul A. Lombardo
Perez Zagorin,1992,Charlottesville,Perez Zagorin
Philip Alexander Bruce,1933,Charlottesville,Philip Alexander Bruce
Madison Hemings,1822,Monticello,Madison Hemings
Archibald Cary Coolidge,1913,Monticello,Archibald Cary Coolidge
Eston Hemings,1808,Monticello,Eston Hemings
James Milton Carroll,1858,Monticello,James Milton Carroll
Harriet Hemings,1822,Monticello,Harriet Hemings
Madison Hemings,1830,Albemarle County,Madison Hemings
Michael Gehler,2006,the German,Michael Gehler
Michael Gehler,2017,INZ,Michael Gehler
Manuel Orozco y Berra,1816,Mexico City,Manuel Orozco y Berra
Manuel Orozco y Berra,1881,Mexico City,Manuel Orozco y Berra
Fernando de Alva Cortés Ixtlilxóchitl,1648,Mexico City,Fernando de Alva Cortés Ixtlilxóchitl
Edmundo O'Gorman,1906,Mexico City,Edmundo O'Gorman
Enrique Krauze,1947,Mexico City,Enrique Krauze
Sara Sefchovich,1949,Mexico City,Sara Sefchovich
John Womack,2009,Mexico City,John Womack
José María Ponce de León,1878,Uruachi,José María Ponce de León
Taras Borodajkewycz,1933,Katholikentag,Taras Borodajkewycz
Taras Borodajkewycz,1934,NSDAP,Taras Borodajkewycz
Taras Borodajkewycz,1943,Prague,Taras Borodajkewycz
H. Gordon Skilling,1937,Prague,H. Gordon Skilling
H. Gordon Skilling,1939,Prague,H. Gordon Skilling
George Vernadsky,1921,Prague,George Vernadsky
Janko Orožen,1913,Prague,Janko Orožen
George F. Kennan,1938,Prague,George F. Kennan
Murray Pittock,2015,Prague,Murray Pittock
Josef Tomeš,1954,Prague,Josef Tomeš
Livia Rothkirchen,1949,Prague,Livia Rothkirchen
Władysław Konopczyński,1918,Prague,Władysław Konopczyński
Miroslav Kárný,1919,Prague,Miroslav Kárný
Mikuláš Teich,1946,Prague,Mikuláš Teich
Robert Fox (historian),2013,Prague,Robert Fox (historian)
Karel Čáslavský,1937,Prague,Karel Čáslavský
Karel Čáslavský,2013,Prague,Karel Čáslavský
Miroslav Hroch,1932,Prague,Miroslav Hroch
Alfred Klahr,1937,Prague,Alfred Klahr
Marek Zvelebil,1968,Prague,Marek Zvelebil
Sheilagh Ogilvie,1993,Prague,Sheilagh Ogilvie
Anton Gindely,1829,Prague,Anton Gindely
Josef Pekař,1901,Prague,Josef Pekař
Arnošt Klíma,1947,Prague,Arnošt Klíma
Antonín Rezek,1875,Prague,Antonín Rezek
Radek Fukala,2002,Prague,Radek Fukala
Vojtech Čelko,1990,Prague,Vojtech Čelko
Serge Aleksandrovich Zenkovsky,1938,Prague,Serge Aleksandrovich Zenkovsky
Pavel Bergmann,1930,Prague,Pavel Bergmann
Pavel Bergmann,1945,Prague,Pavel Bergmann
Pavel Bergmann,1969,Prague,Pavel Bergmann
Pavel Bergmann,2005,Prague,Pavel Bergmann
Moritz Brosch,1829,Prague,Moritz Brosch
Gudmund Schütte,1909,Prague,Gudmund Schütte
Josef Matoušek (historian),1939,Prague,Josef Matoušek (historian)
Miloš Pojar,2012,Prague,Miloš Pojar
Josef Kalousek,1838,Prague,Josef Kalousek
Hans Kohn,1909,Prague,Hans Kohn
Dušan Třeštík,2007,Prague,Dušan Třeštík
Vojtech Mastny (historian),1936,Prague,Vojtech Mastny (historian)
Wayne S. Vucinich,1936,Prague,Wayne S. Vucinich
Jean-Paul Lehners,1990,the Centre Universitaire,Jean-Paul Lehners
Saki Dockrill,1952,King's College London,Saki Dockrill
John Knight Fotheringham,1915,King's College London,John Knight Fotheringham
Helmut Koenigsberger,1973,King's College London,Helmut Koenigsberger
David Stahel,2007,King's College London,David Stahel
Julia Crick,2012,King's College London,Julia Crick
Richard Vinen,1963,King's College London,Richard Vinen
Christopher Harper-Bill,1977,King's College London,Christopher Harper-Bill
Greg Kennedy (historian),2000,King's College London,Greg Kennedy (historian)
Richard Clogg,1988,King's College London,Richard Clogg
Stanley Gelbier,1935,King's College London,Stanley Gelbier
Stanley Gelbier,1990,King's College London,Stanley Gelbier
Efraim Karsh,1953,King's College London,Efraim Karsh
Antony Beevor,2016,King's College London,Antony Beevor
James Pounder Whitney,1908,King's College London,James Pounder Whitney
Brian Bond,1936,King's College London,Brian Bond
Bryan Ranft,1982,King's College London,Bryan Ranft
Andrew Lintott,1960,King's College London,Andrew Lintott
David Carpenter (historian),1988,King's College London,David Carpenter (historian)
Eric Grove,1971,King's College London,Eric Grove
Geoffrey Nuttall,1977,King's College London,Geoffrey Nuttall
Geoffrey Till,1966,King's College London,Geoffrey Till
John Sherren Brewer,1839,King's College London,John Sherren Brewer
J. Richard Hill,1972,King's College London,J. Richard Hill
Katherine Elizabeth Fleming,1985,King's College London,Katherine Elizabeth Fleming
A. G. Dickens,1962,King's College London,A. G. Dickens
Peter Paret,1955,King's College London,Peter Paret
Rick Trainor,2004,King's College London,Rick Trainor
Robert I. Frost,1987,King's College London,Robert I. Frost
Roger Fulford,1937,King's College London,Roger Fulford
Raffaele Pettazzoni,1883,Persiceto,Raffaele Pettazzoni
Tetsuo Najita,1958,Grinnell College,Tetsuo Najita
K. C. Wu,1926,Grinnell College,K. C. Wu
Sam Tanenhaus,1977,Grinnell College,Sam Tanenhaus
Sarah J. Purcell,1992,Grinnell College,Sarah J. Purcell
Joseph Frazier Wall,1920,Grinnell College,Joseph Frazier Wall
Marshall Poe,1984,Grinnell College,Marshall Poe
Tetsuo Najita,1966,Carleton,Tetsuo Najita
David Bryn-Jones,1920,Carleton,David Bryn-Jones
Tetsuo Najita,1969,University of Chicago,Tetsuo Najita
Joshua A. Fogel,1972,University of Chicago,Joshua A. Fogel
J. R. McNeill,2003,University of Chicago,J. R. McNeill
Allen G. Debus,1978,University of Chicago,Allen G. Debus
Eric Van Young,1967,University of Chicago,Eric Van Young
Marshall Hodgson,1968,University of Chicago,Marshall Hodgson
Carol Duncan,1958,University of Chicago,Carol Duncan
Benjamin Nelson,1966,University of Chicago,Benjamin Nelson
John E. Woods (historian),1970,University of Chicago,John E. Woods (historian)
Leora Auslander,1987,University of Chicago,Leora Auslander
Tetsuo Najita,2021,Kamuela,Tetsuo Najita
Peter Laslett,1915,Bedford,Peter Laslett
S. I. Martin,1961,Bedford,S. I. Martin
Holden Furber,1993,Bedford,Holden Furber
Jack Simmons (historian),1937,Bedford,Jack Simmons (historian)
John Holland Rose,1855,Bedford,John Holland Rose
Harold James (historian),1956,Bedford,Harold James (historian)
Peter Laslett,1947,Bletchley Park,Peter Laslett
Frank Adcock,1939,Bletchley Park,Frank Adcock
Peter Laslett,1948,St John's College,Peter Laslett
Peter Linehan,1961,St John's College,Peter Linehan
Austin Lane Poole,1913,St John's College,Austin Lane Poole
Simon Corcoran,1992,St John's College,Simon Corcoran
William Holmes (academic),1748,St John's College,William Holmes (academic)
Peter Laslett,1953,the Scottish Highlands,Peter Laslett
Correlli Barnett,1927,Norbury,Correlli Barnett
Correlli Barnett,1945,Palestine,Correlli Barnett
John Harvey (architectural historian),1933,Palestine,John Harvey (architectural historian)
Ze'ev Yavetz,1887,Palestine,Ze'ev Yavetz
Ivor Wilks,1940,Palestine,Ivor Wilks
Leni Yahil,1934,Palestine,Leni Yahil
Emmanuel Guillaume-Rey,1859,Palestine,Emmanuel Guillaume-Rey
Menahem Stern,1938,Palestine,Menahem Stern
Joshua Prawer,1936,Palestine,Joshua Prawer
David Flusser,1930,Palestine,David Flusser
David Flusser,1957,Palestine,David Flusser
Izzat Darwaza,1932,Palestine,Izzat Darwaza
Mordechai Gichon,1946,Palestine,Mordechai Gichon
Albert Augustus Isaacs,1856,Palestine,Albert Augustus Isaacs
Albert Augustus Isaacs,1869,Palestine,Albert Augustus Isaacs
Yank Levy,1918,Palestine,Yank Levy
Yank Levy,1946,Palestine,Yank Levy
Gunther E. Rothenberg,1948,Palestine,Gunther E. Rothenberg
Heinrich Graetz,1872,Palestine,Heinrich Graetz
Melech Epstein,1929,Palestine,Melech Epstein
Melech Epstein,1936,Palestine,Melech Epstein
Norman Bentwich,1908,Palestine,Norman Bentwich
Hans Kohn,1925,Palestine,Hans Kohn
Thomas Lionel Hodgkin,1934,Palestine,Thomas Lionel Hodgkin
Yaffa Eliach,1946,Palestine,Yaffa Eliach
Yekutiel Gershoni,1943,Palestine,Yekutiel Gershoni
Gerda Lerner,1939,Palestine,Gerda Lerner
Johann Nepomuk Sepp,1872,Palestine,Johann Nepomuk Sepp
Alex Bein,1933,Palestine,Alex Bein
Joseph Klausner,1919,Palestine,Joseph Klausner
Correlli Barnett,1916,Jutland,Correlli Barnett
Cornelius O'Leary,1949,Limerick,Cornelius O'Leary
George Story (priest),1705,Limerick,George Story (priest)
Jussi Hanhimäki,1965,Espoo,Jussi Hanhimäki
Jussi Hanhimäki,1987,Boston University,Jussi Hanhimäki
Aileen S. Kraditor,2014,Boston University,Aileen S. Kraditor
Meyer Reinhold,1980,Boston University,Meyer Reinhold
Adolph Dial,1953,Boston University,Adolph Dial
Diana Kleiner,1972,Boston University,Diana Kleiner
Bonnie Costello,1950,Boston University,Bonnie Costello
Bonnie Costello,1977,Boston University,Bonnie Costello
Ibram X. Kendi,2020,Boston University,Ibram X. Kendi
Paula Fredriksen,1990,Boston University,Paula Fredriksen
Igor Lukes,1950,Boston University,Igor Lukes
Anna Geifman,1984,Boston University,Anna Geifman
Brendan McConville,1965,Boston University,Brendan McConville
Charles Capper,2001,Boston University,Charles Capper
David N. Hempton,1998,Boston University,David N. Hempton
Norman Naimark,1980,Boston University,Norman Naimark
Linda Heywood,1945,Boston University,Linda Heywood
James R. Cameron,1952,Boston University,James R. Cameron
John R. Stilgoe,1971,Boston University,John R. Stilgoe
Jordana Mendelson,1988,Boston University,Jordana Mendelson
Thomas F. Glick,1939,Boston University,Thomas F. Glick
Thomas F. Glick,1968,Boston University,Thomas F. Glick
Thomas F. Glick,1972,Boston University,Thomas F. Glick
Warren Ault,1913,Boston University,Warren Ault
Cyril Toumanoff,1931,Harvard,Cyril Toumanoff
David Armitage (historian),2004,Harvard,David Armitage (historian)
David L. Hoggan,1948,Harvard,David L. Hoggan
Perry Miller,1942,Harvard,Perry Miller
Perry Miller,1945,Harvard,Perry Miller
Hanna Holborn Gray,1957,Harvard,Hanna Holborn Gray
Serhii Plokhy,2007,Harvard,Serhii Plokhy
E. Herbert Norman,1939,Harvard,E. Herbert Norman
George Sarton,1920,Harvard,George Sarton
Alfred D. Chandler Jr.,1946,Harvard,Alfred D. Chandler Jr.
I. Bernard Cohen,1942,Harvard,I. Bernard Cohen
Jacob Neusner,1953,Harvard,Jacob Neusner
John King Fairbank,1929,Harvard,John King Fairbank
John King Fairbank,1936,Harvard,John King Fairbank
John King Fairbank,1977,Harvard,John King Fairbank
George Ticknor,1836,Harvard,George Ticknor
Anton-Hermann Chroust,1933,Harvard,Anton-Hermann Chroust
